,RECIPE_ID,IRDNT_NM,GROUP,SUBGROUP
0,1,"['콩나물', '소금', '간장', '고추', '미나리', '숙주', '양지머리', '설탕', '마늘', '안심', '계란', '파', '참기름', '도라지', '쌀', '청포묵', '고사리']","['당류', '곡류 및 그 제품', '조미료류', '육류', '두류', '채소류', '난류', '유지류']","['녹두묵', '콩나물', '소금', '간장', '고추', '소고기', '미나리', '설탕', '마늘', '숙주나물', '파', '참기름', '달걀', '도라지', '멥쌀', '고사리']"
1,10,"['소금', '고추', '간장', '감자', '애호박', '멸치', '밀가루', '참기름', '파']","['어패류 및 기타 수산물', '곡류 및 그 제품', '조미료류', '감자 및 전분류', '채소류', '유지류']","['호박', '소금', '밀', '고추', '간장', '감자', '멸치', '참기름', '파']"
2,21,"['간장', '쇠고기', '마늘', '후춧가루', '식용유', '참기름', '미역']","['육류', '유지류', '조미료류', '해조류']","['간장', '소고기', '마늘', '참기름', '미역', '혼합식물성유', '후추']"
3,81,"['양', '소금', '간장', '소고기', '마늘', '파', '참기름', '무', '국수', '후추']","['곡류 및 그 제품', '조미료류', '육류', '채소류', '유지류']","['소금', '간장', '소고기', '마늘', '파', '참기름', '무', '국수', '후추', '양고기']"
4,84,"['소금', '간장', '청주', '소고기', '통마늘', '파', '참기름', '무', '당면', '후추']","['조미료류', '육류', '감자 및 전분류', '주류', '채소류', '유지류']","['소금', '간장', '청주', '소고기', '마늘', '파', '참기름', '무', '당면', '후추']"
5,85,"['간장', '소고기', '마늘', '파', '참기름', '무', '후추']","['육류', '유지류', '조미료류', '채소류']","['간장', '소고기', '마늘', '파', '참기름', '무', '후추']"
6,154,"['소금', '간장', '소고기', '마늘', '후춧가루', '토란', '참기름', '파', '무', '다시마']","['조미료류', '육류', '해조류', '감자 및 전분류', '채소류', '유지류']","['소금', '간장', '소고기', '마늘', '토란', '참기름', '파', '무', '다시마', '후추']"
7,155,"['목이버섯', '소금', '간장', '고추', '설탕', '소고기', '마늘', '후춧가루', '파', '참기름', '팽이버섯']","['당류', '조미료류', '버섯류', '육류', '채소류', '유지류']","['목이버섯', '소금', '간장', '고추', '설탕', '소고기', '마늘', '파', '참기름', '후추', '팽이버섯']"
8,174,"['소금', '간장', '쇠고기', '후춧가루', '두부', '파', '무', '다시마']","['조미료류', '육류', '해조류', '두류', '채소류']","['소금', '간장', '소고기', '두부', '파', '무', '다시마', '후추']"
9,202,"['소금', '간장', '소고기', '마늘', '후춧가루', '파', '참기름', '무']","['육류', '유지류', '조미료류', '채소류']","['소금', '간장', '소고기', '마늘', '파', '참기름', '무', '후추']"
10,292,"['호박', '소금', '국멸치', '간장', '설탕', '고춧가루', '후춧가루', '소면', '계란', '파', '참기름', '채썬쇠고기', '당근']","['당류', '곡류 및 그 제품', '어패류 및 기타 수산물', '조미료류', '육류', '채소류', '난류', '유지류']","['호박', '소금', '간장', '설탕', '고춧가루', '소고기', '멸치', '파', '참기름', '달걀', '국수', '후추', '당근']"
11,373,"['소금', '고추', '간장', '고춧가루', '마늘', '후춧가루', '오징어', '생강', '애호박', '바지락', '꽃게', '파', '무', '맛살조개', '팽이버섯']","['어패류 및 기타 수산물', '조미료류', '채소류', '버섯류']","['호박', '소금', '고추', '간장', '고춧가루', '마늘', '오징어', '생강', '게', '바지락', '파', '무', '후추', '팽이버섯', '조개']"
12,411,"['소금', '닭고기', '간장', '설탕', '마늘', '후춧가루', '생강', '밀가루', '파', '미역']","['당류', '곡류 및 그 제품', '조미료류', '육류', '해조류', '채소류']","['소금', '밀', '간장', '닭고기', '설탕', '마늘', '생강', '파', '미역', '후추']"
13,419,"['북어', '콩나물', '소금', '멸치다시물', '간장', '고추', '마늘', '후춧가루', '파']","['어패류 및 기타 수산물', '조미료류', '채소류', '수산가공품']","['콩나물', '소금', '간장', '고추', '마늘', '멸치', '파', '후추', '명태-포(북어)']"
14,475,"['국물용멸치', '소금', '간장', '고추', '마늘', '후춧가루', '감자', '밀가루', '참기름', '파', '된장', '표고버섯', '양파']","['곡류 및 그 제품', '어패류 및 기타 수산물', '조미료류', '버섯류', '감자 및 전분류', '채소류', '유지류']","['소금', '밀', '간장', '고추', '마늘', '감자', '멸치', '참기름', '파', '된장', '표고버섯', '후추', '양파']"
15,477,"['쌀', '소금', '간장', '감자', '애호박', '참기름', '파', '참치통조림', '표고버섯', '다시마', '당근']","['곡류 및 그 제품', '어패류 및 기타 수산물', '조미료류', '버섯류', '해조류', '감자 및 전분류', '채소류', '유지류']","['호박', '소금', '간장', '감자', '참기름', '파', '가다랑어', '표고버섯', '다시마', '멥쌀', '당근']"
16,486,"['오징어', '생강', '대하', '쑥갓', '바지락', '무', '맛술', '간장', '고추', '고춧가루', '후춧가루', '다시마', '소금', '미나리', '양파', '마늘', '꽃게', '참기름', '미더덕']","['어패류 및 기타 수산물', '조미료류', '해조류', '채소류', '유지류']","['오징어', '생강', '쑥갓', '게', '바지락', '무', '맛술', '후추', '간장', '고추', '고춧가루', '다시마', '새우', '소금', '미나리', '양파', '마늘', '참기름', '미더덕']"
17,488,"['우동면', '소금', '식초', '간장', '고춧가루', '설탕', '후춧가루', '참기름', '쑥갓', '맛술', '시판용장국', '새우', '김', '김치']","['당류', '어패류 및 기타 수산물', '곡류 및 그 제품', '조미료류', '해조류', '채소류', '유지류']","['소금', '식초', '간장', '고춧가루', '설탕', '참기름', '쑥갓', '맛술', '국수', '된장', '후추', '새우', '김', '김치']"
18,492,"['배추김치', '간장', '숙주', '마늘', '두부', '돼지고기', '계란', '구운김', '떡국떡', '참기름', '파']","['곡류 및 그 제품', '조미료류', '육류', '해조류', '두류', '채소류', '난류', '유지류']","['멥쌀떡', '간장', '마늘', '두부', '돼지고기', '숙주나물', '참기름', '파', '달걀', '김', '김치']"
19,627980,"['간장', '감자', '계란', '애호박', '파', '칼국수', '표고버섯', '멸치육수', '새우']","['어패류 및 기타 수산물', '조미료류', '버섯류', '조리가공품류', '감자 및 전분류', '채소류', '난류']","['호박', '간장', '감자', '멸치', '파', '달걀', '표고버섯', '칼국수', '새우']"
20,675335,"['고추', '간장', '고춧가루', '설탕', '마늘', '포도씨유', '통깨', '들기름', '파', '맛술', '건묵']","['당류', '조미료류', '두류', '채소류', '견과류 및 종실류', '유지류']","['녹두묵', '고추', '간장', '고춧가루', '설탕', '마늘', '포도씨유', '들기름', '파', '맛술', '참깨']"
21,689388,"['미림요리술', '소금', '간장', '숙주', '두부', '계란', '참기름', '후추', '돼지살코기간것', '김치']","['조미료류', '육류', '주류', '두류', '채소류', '난류', '유지류']","['소금', '간장', '두부', '돼지고기', '숙주나물', '참기름', '맛술', '달걀', '후추', '김치']"
22,841542,"['소금', '멸치다시물', '고추', '간장', '고춧가루', '무나박썬것', '두부', '식용유', '애호박', '파', '갈치大', '팽이버섯', '양파']","['어패류 및 기타 수산물', '조미료류', '버섯류', '두류', '채소류', '유지류']","['호박', '소금', '고추', '간장', '고춧가루', '갈치', '두부', '멸치', '파', '무', '혼합식물성유', '팽이버섯', '양파']"
23,846866,"['소금', '간장', '마늘', '돼지고기', '시금치', '참기름', '파', '생강맛술', '쌀', '삼겹살', '고사리', '김치']","['곡류 및 그 제품', '조미료류', '육류', '주류', '채소류', '유지류']","['소금', '간장', '마늘', '돼지고기', '시금치', '참기름', '파', '맛술', '멥쌀', '고사리', '김치']"
24,931629,"['소고기', '미역', '간장']","['육류', '조미료류', '해조류']","['소고기', '미역', '간장']"
25,957162,"['무나박썬것', '간장', '고춧가루', '마늘', '표고버섯']","['조미료류', '채소류', '버섯류']","['간장', '고춧가루', '마늘', '무', '표고버섯']"
26,972470,"['멸치다시물', '간장', '메생이', '굴', '참기름']","['어패류 및 기타 수산물', '유지류', '조미료류', '해조류']","['간장', '굴', '멸치', '참기름', '매생이']"
27,997268,"['고추', '간장', '고춧가루', '모시조개', '마늘', '파', '무', '쑥갓', '느타리버섯', '다시마', '곤이', '대구']","['어패류 및 기타 수산물', '조미료류', '버섯류', '해조류', '채소류']","['고추', '간장', '고춧가루', '마늘', '명태', '파', '무', '쑥갓', '느타리버섯', '다시마', '대구', '조개']"
28,1025554,"['조랭이떡', '간장', '소고기', '마늘', '참기름', '미역']","['곡류 및 그 제품', '조미료류', '육류', '해조류', '유지류']","['멥쌀떡', '간장', '소고기', '마늘', '참기름', '미역']"
29,1062081,"['목이버섯', '소금', '간장', '고추', '고춧가루', '마늘', '오징어', '홍합', '식용유', '시금치', '파', '맛술', '양배추', '멸치육수', '새우', '양파', '당근']","['어패류 및 기타 수산물', '조미료류', '버섯류', '채소류', '유지류']","['목이버섯', '소금', '간장', '고추', '고춧가루', '마늘', '오징어', '홍합', '시금치', '멸치', '파', '맛술', '혼합식물성유', '양배추', '새우', '양파', '당근']"
30,1071072,"['간장', '고춧가루', '설탕', '마늘', '식용유', '참기름', '파', '미역줄기', '양파']","['당류', '조미료류', '해조류', '채소류', '유지류']","['간장', '고춧가루', '설탕', '마늘', '참기름', '파', '미역', '혼합식물성유', '양파']"
31,1082198,"['식초', '오이', '간장', '설탕', '마른미역', '양파']","['당류', '조미료류', '채소류', '해조류']","['식초', '오이', '간장', '설탕', '미역', '양파']"
32,1195547,"['취나물', '소금', '간장', '설탕', '통깨', '식용유', '참기름', '도라지']","['당류', '조미료류', '채소류', '견과류 및 종실류', '유지류']","['취나물', '소금', '간장', '설탕', '참기름', '혼합식물성유', '도라지', '참깨']"
33,1357522,"['고추', '간장', '마늘', '들기름', '맛술', '멸치육수']","['어패류 및 기타 수산물', '유지류', '조미료류', '채소류']","['고추', '간장', '마늘', '들기름', '멸치', '맛술']"
34,1562405,"['호박', '소금', '고추', '간장', '미나리', '고춧가루', '마늘', '소고기', '두부', '멸치', '파', '무', '느타리버섯', '맛술', '다시마작은것', '팽이버섯', '양파', '당근']","['어패류 및 기타 수산물', '조미료류', '버섯류', '육류', '해조류', '두류', '채소류']","['호박', '소금', '고추', '간장', '미나리', '고춧가루', '마늘', '소고기', '두부', '멸치', '파', '무', '느타리버섯', '맛술', '다시마', '팽이버섯', '양파', '당근']"
35,1619742,"['소금', '간장', '고춧가루', '파', '참기름', '채썬무', '다시마', '쌀']","['곡류 및 그 제품', '조미료류', '해조류', '채소류', '유지류']","['소금', '간장', '고춧가루', '파', '참기름', '무', '다시마', '멥쌀']"
36,1660143,"['고추', '간장', '고춧가루', '마늘', '계란', '칼국수']","['조미료류', '채소류', '조리가공품류', '난류']","['고추', '간장', '고춧가루', '마늘', '달걀', '칼국수']"
37,1680042,"['간장', '배추', '소고기', '액젓', '마늘', '고추', '들기름', '멸치or사골육수', '파', '된장', '양파']","['어패류 및 기타 수산물', '조미료류', '육류', '채소류', '유지류']","['간장', '배추', '소고기', '고추', '마늘', '들기름', '까나리젓', '파', '된장', '멸치', '양파']"
38,1689906,"['다시마육수', '간장', '황태', '계란', '참기름', '다시마', '무우']","['어패류 및 기타 수산물', '조미료류', '해조류', '난류', '채소류', '유지류']","['간장', '명태', '참기름', '무', '달걀', '다시마']"
39,1697618,"['소금', '간장', '청주', '설탕', '연겨자', '마늘', '고춧가루', '우거지', '국내산냉장돼지등뼈', '파', '된장', '꿀또는물엿', '양파']","['당류', '조미료류', '육류', '주류', '채소류']","['소금', '간장', '청주', '설탕', '고춧가루', '마늘', '배추', '돼지고기', '파', '겨자', '된장', '꿀', '양파']"
40,1747042,"['간장', '고춧가루', '청국장가루', '마늘', '된장', '시래기']","['조미료류', '채소류']","['간장', '고춧가루', '마늘', '무시래기', '청국장', '된장']"
41,1764144,"['신김치', '고추', '간장', '마늘', '어묵', '다시마', '양파']","['어패류 및 기타 수산물', '조미료류', '채소류', '해조류']","['고추', '간장', '마늘', '어묵', '다시마', '양파', '김치']"
42,1802860,"['식초', '고추', '간장', '설탕', '마늘', '들기름', '톳']","['당류', '조미료류', '해조류', '채소류', '유지류']","['식초', '고추', '간장', '설탕', '마늘', '들기름', '톳']"
43,1826505,"['콩나물', '양', '고추', '간장', '청주', '고춧가루', '마늘', '선지', '육수', '파', '된장', '얼갈이', '사골', '양파']","['육류', '주류', '조미료류', '채소류']","['콩나물', '고추', '간장', '청주', '소고기', '마늘', '고춧가루', '얼갈이배추', '파', '된장', '양파', '양고기']"
44,2321797,"['소금', '멸치다시물', '간장', '마늘', '시금치', '들기름', '참기름', '도라지', '고사리']","['어패류 및 기타 수산물', '유지류', '조미료류', '채소류']","['소금', '간장', '마늘', '시금치', '멸치', '참기름', '들기름', '도라지', '고사리']"
45,2509072,"['간장', '멸치', '된장', '대파흰부분', '다시마', '무작은것']","['어패류 및 기타 수산물', '조미료류', '채소류', '해조류']","['간장', '멸치', '파', '된장', '무', '다시마']"
46,2646080,"['간장', '청주', '고춧가루', '고추', '마늘', '멸치육수']","['주류', '어패류 및 기타 수산물', '조미료류', '채소류']","['간장', '청주', '고춧가루', '고추', '마늘', '멸치']"
47,3153237,"['들깨가루', '청양고춧가루', '소금', '배추', '간장', '고춧가루', '마늘', '쇠고기다시다조미료', '시래기무', '파', '콩가루', '소주', '등뼈']","['조미료류', '육류', '주류', '두류', '채소류', '견과류 및 종실류']","['소금', '배추', '간장', '고춧가루', '소고기', '마늘', '들깨', '콩(대두)', '무시래기', '파', '소주']"
48,3188369,"['소곱창+막창+대창', '소금', '간장', '고춧가루', '마늘', '집된장', '계란', '쥬키니호박', '파', '쑥갓', '깻잎', '팽이버섯']","['조미료류', '버섯류', '육류', '채소류', '난류']","['호박', '소금', '간장', '고춧가루', '소고기', '마늘', '파', '쑥갓', '된장', '달걀', '팽이버섯', '들깻잎']"
49,3364816,"['소금', '간장', '마늘', '오징어', '두부', '파', '무', '된장', '어묵', '멸치다시마육수', '김치']","['어패류 및 기타 수산물', '두류', '조미료류', '채소류']","['소금', '간장', '마늘', '오징어', '두부', '멸치', '파', '무', '된장', '어묵', '김치']"
50,4545652,"['삶은시래기', '간장', '설탕', '소고기', '마늘', '익은김치', '들기름', '맛술', '은행', '현미']","['당류', '곡류 및 그 제품', '조미료류', '육류', '채소류', '견과류 및 종실류', '유지류']","['간장', '설탕', '소고기', '마늘', '들기름', '무시래기', '맛술', '은행', '멥쌀', '김치']"
51,4730680,"['들기름또는참기름', '소금', '간장', '대합', '마늘', '건미역']","['어패류 및 기타 수산물', '유지류', '조미료류', '해조류']","['소금', '간장', '대합', '마늘', '참기름', '미역']"
52,4982678,"['곤드레나물', '소금', '다시마육수', '간장', '마늘', '들기름', '쌀']","['곡류 및 그 제품', '조미료류', '해조류', '채소류', '유지류']","['소금', '간장', '고려엉겅퀴(곤드레)', '마늘', '들기름', '다시마', '멥쌀']"
53,5307876,"['콩나물', '간장', '소고기', '마늘', '파']","['육류', '조미료류', '채소류']","['콩나물', '간장', '소고기', '마늘', '파']"
54,5636913,"['들깨가루', '대파뿌리', '간장', '고춧가루', '마늘', '생강', '통마늘', '육수', '배추우거지', '파', '무', '된장', '소주', '양파']","['조미료류', '육류', '주류', '채소류', '견과류 및 종실류']","['간장', '배추', '고춧가루', '소고기', '마늘', '생강', '들깨', '파', '무', '된장', '소주', '양파']"
55,6508183,"['간장', '마늘', '통깨', '들기름', '양파']","['유지류', '조미료류', '채소류', '견과류 및 종실류']","['간장', '마늘', '들기름', '참깨', '양파']"
56,6837447,"['올리고당', '신김치', '간장', '고추', '고춧가루', '마늘', '생강', '두부', '돼지고기', '들기름', '참기름', '파', '맛술', '멸치육수', '양파']","['당류', '어패류 및 기타 수산물', '조미료류', '육류', '두류', '채소류', '유지류']","['물엿', '간장', '고추', '고춧가루', '마늘', '생강', '두부', '돼지고기', '들기름', '멸치', '참기름', '파', '맛술', '양파', '김치']"
57,6841683,"['식초', '간장', '고춧가루', '마늘', '통깨', '매실액', '참기름', '된장', '냉이']","['조미료류', '과실류', '채소류', '견과류 및 종실류', '유지류']","['식초', '간장', '고춧가루', '마늘', '매실', '참기름', '된장', '냉이', '참깨']"
58,6851097,"['식초', '오이', '간장', '볶음참깨', '고춧가루', '설탕', '매실액', '참기름', '양파']","['당류', '조미료류', '과실류', '채소류', '견과류 및 종실류', '유지류']","['식초', '오이', '간장', '고춧가루', '설탕', '매실', '참기름', '참깨', '양파']"
59,6851895,"['들깨가루', '썬대파', '콩나물', '간장', '액젓', '고춧가루', '고추', '마늘', '밥', '순대와내장', '부추']","['곡류 및 그 제품', '어패류 및 기타 수산물', '조미료류', '육류', '채소류', '견과류 및 종실류']","['콩나물', '간장', '고추', '고춧가루', '멥쌀밥', '마늘', '들깨', '돼지고기', '까나리젓', '파', '부추']"
60,6862691,"['파', '마늘', '배추', '간장']","['조미료류', '채소류']","['파', '마늘', '배추', '간장']"
61,6864600,"['묵은지', '간장', '고추', '마늘', '대파초록부분', '식용유', '순두부', '참기름', '쏭쏭썬대파흰부분', '다시마멸치육수', '돼지앞다리살']","['어패류 및 기타 수산물', '조미료류', '육류', '두류', '채소류', '유지류']","['간장', '고추', '마늘', '두부', '돼지고기', '멸치', '참기름', '파', '혼합식물성유', '김치']"
62,6878740,"['북어채크게', '간장', '새우젓', '마늘', '다시멸치', '파', '무']","['어패류 및 기타 수산물', '조미료류', '채소류', '수산가공품']","['간장', '새우젓', '마늘', '멸치', '파', '무', '명태-포(북어)']"
63,6944329,"['고추', '간장', '멸치액젓', '들기름', '파', '맛술', '양파']","['어패류 및 기타 수산물', '유지류', '조미료류', '채소류']","['고추', '간장', '들기름', '파', '맛술', '멸치젓', '양파']"
64,7000200,"['소금', '간장', '소고기', '마늘', '파', '참기름', '무']","['육류', '유지류', '조미료류', '채소류']","['소금', '간장', '소고기', '마늘', '파', '참기름', '무']"
65,7000294,"['북어', '간장', '새우젓', '계란', '참기름', '파', '간마늘']","['어패류 및 기타 수산물', '조미료류', '수산가공품', '채소류', '난류', '유지류']","['간장', '새우젓', '마늘', '파', '참기름', '달걀', '명태-포(북어)']"
66,153,"['소금', '오이', '간장', '쇠고기힘줄없는부위', '설탕', '마늘', '후추', '파', '참기름', '도라지', '표고버섯', '당근']","['당류', '조미료류', '버섯류', '육류', '채소류', '유지류']","['소금', '오이', '간장', '설탕', '소고기', '마늘', '후추', '파', '참기름', '도라지', '표고버섯', '당근']"
67,281,"['상추', '소금', '오이', '간장', '식초', '설탕', '고춧가루', '마늘', '파', '참기름', '밥', '당근', '도라지', '고사리']","['당류', '곡류 및 그 제품', '조미료류', '채소류', '유지류']","['상추', '소금', '오이', '간장', '식초', '설탕', '고춧가루', '마늘', '멥쌀밥', '파', '참기름', '당근', '도라지', '고사리']"
68,319,"['닭봉', '소금', '간장', '고춧가루', '마늘', '후춧가루', '생강', '생강즙', '참기름', '파', '도라지', '닭육수', '고사리']","['육류', '유지류', '조미료류', '채소류']","['소금', '닭고기', '간장', '고춧가루', '마늘', '생강', '참기름', '파', '도라지', '후추', '고사리']"
69,323,"['물엿', '소금', '오이', '고추', '간장', '고춧가루', '식초', '오징어', '참기름', '도라지']","['당류', '어패류 및 기타 수산물', '조미료류', '채소류', '유지류']","['물엿', '소금', '오이', '고추', '간장', '고춧가루', '식초', '오징어', '참기름', '도라지']"
70,427,"['취나물', '상추', '육회', '소금', '고추', '숙주', '설탕', '마늘', '후춧가루', '애호박', '시금치', '파', '참기름', '도라지', '계란후라이', '고사리']","['당류', '조미료류', '조리가공품류', '채소류', '난류', '유지류']","['취나물', '호박', '상추', '육회', '소금', '고추', '설탕', '마늘', '숙주나물', '시금치', '파', '참기름', '달걀', '도라지', '후추', '고사리']"
71,120419,"['콩나물', '고추', '통깨', '매실액', '시금치', '참기름', '무채', '도라지', '연어살', '고사리']","['어패류 및 기타 수산물', '과실류', '채소류', '견과류 및 종실류', '유지류']","['콩나물', '고추', '매실', '시금치', '참기름', '무', '연어', '도라지', '참깨', '고사리']"
72,2795635,"['오이', '생강', '육수', '참깨', '고추', '간장', '도라지', '당근', '고사리', '콩나물', '호박', '물엿', '소금', '설탕', '마늘', '느타리버섯', '달걀', '청포묵', '양파']","['당류', '조미료류', '버섯류', '육류', '두류', '채소류', '견과류 및 종실류', '난류']","['오이', '생강', '참깨', '녹두묵', '고추', '간장', '소고기', '도라지', '당근', '고사리', '콩나물', '호박', '물엿', '소금', '설탕', '마늘', '느타리버섯', '달걀', '양파']"
73,6836913,"['올리고당', '깨', '식초', '오이', '고추', '설탕', '마늘', '매실액', '도라지']","['당류', '곡류 및 그 제품', '조미료류', '과실류', '채소류']","['물엿', '식초', '오이', '고추', '설탕', '마늘', '매실', '도라지', '참깨']"
74,82,"['도가니', '소금', '양지머리', '마늘', '파', '소 잡뼈', '후추', '사골', '밀국수']","['육류', '곡류 및 그 제품', '조미료류', '채소류']","['소금', '소고기', '마늘', '파', '국수', '후추']"
75,1631580,"['삶은달걀', '소금', '식초', '설탕', '월계수잎', '양지머리', '파', '양파']","['당류', '조미료류', '육류', '채소류', '난류']","['소금', '식초', '설탕', '소고기', '월계수', '파', '달걀', '양파']"
76,72,"['콩나물', '아구', '고추', '미나리', '고춧가루', '마늘', '후춧가루', '파', '된장', '깻잎', '고사리', '싸리버섯']","['어패류 및 기타 수산물', '조미료류', '채소류', '버섯류']","['콩나물', '싸리버섯', '고추', '미나리', '고춧가루', '마늘', '아귀', '파', '된장', '후추', '고사리', '들깻잎']"
77,204,"['양', '소금', '고추', '간장', '소고기', '고춧가루', '마늘', '후춧가루', '곱창', '참기름', '파', '고사리']","['육류', '유지류', '조미료류', '채소류']","['소금', '고추', '간장', '소고기', '고춧가루', '마늘', '참기름', '파', '후추', '양고기', '고사리']"
78,777724,"['고추', '배추', '고춧가루', '마늘', '생강', '들깨', '파', '참기름', '된장', '장어작은거', '고사리']","['어패류 및 기타 수산물', '조미료류', '채소류', '견과류 및 종실류', '유지류']","['고추', '배추', '고춧가루', '마늘', '생강', '들깨', '파', '참기름', '된장', '장어', '고사리']"
79,2,"['콩', '차조', '소금', '팥', '쌀', '수수']","['곡류 및 그 제품', '두류', '조미료류']","['소금', '팥', '콩(대두)', '조', '멥쌀', '수수']"
80,3,"['호박', '소금', '고추', '간장', '마늘', '돼지고기', '파', '참기름', '밥', '통후추', '표고버섯', '당면', '부추', '당근']","['곡류 및 그 제품', '조미료류', '버섯류', '육류', '감자 및 전분류', '채소류', '유지류']","['호박', '소금', '고추', '간장', '마늘', '멥쌀밥', '돼지고기', '파', '참기름', '표고버섯', '후추', '당면', '부추', '당근']"
81,4,"['콩나물', '소금', '간장', '소고기', '고춧가루', '마늘', '참기름', '파', '통후추', '쌀']","['곡류 및 그 제품', '조미료류', '육류', '채소류', '유지류']","['콩나물', '소금', '간장', '소고기', '고춧가루', '마늘', '참기름', '파', '후추', '멥쌀']"
82,6,"['소금', '설탕', '팥', '청동호박', '쌀']","['당류', '곡류 및 그 제품', '조미료류', '두류', '채소류']","['호박', '소금', '설탕', '팥', '멥쌀']"
83,7,"['설탕', '흑임자', '소금', '쌀']","['당류', '곡류 및 그 제품', '조미료류', '견과류 및 종실류']","['설탕', '멥쌀', '소금', '참깨']"
84,8,"['우유', '소금', '소고기', '카레', '감자', '밥', '완두콩', '통후추', '양파', '당근']","['곡류 및 그 제품', '조미료류', '육류', '우유 및 유제품류', '감자 및 전분류', '두류', '채소류']","['완두', '우유', '소금', '소고기', '카레', '멥쌀밥', '감자', '후추', '양파', '당근']"
85,9,"['전분', '소금', '오이', '후춧가루', '쌈장', '계란', '멸치', '밥', '다시마', '피망', '양파', '당근']","['곡류 및 그 제품', '어패류 및 기타 수산물', '조미료류', '해조류', '감자 및 전분류', '채소류', '난류']","['전분', '소금', '오이', '멥쌀밥', '쌈장', '멸치', '달걀', '다시마', '후추', '피망', '양파', '당근']"
86,11,"['배', '동치미국물', '동치미무', '소금', '오이', '식초', '설탕', '소고기', '계란', '쇠고기육수', '냉면']","['당류', '조미료류', '과실류', '육류', '조리가공품류', '채소류', '난류']","['배', '소금', '오이', '식초', '설탕', '소고기', '달걀', '냉면', '김치']"
87,12,"['동치미국물', '동치미무', '소금', '고추', '간장', '설탕', '소고기', '계란', '참기름', '국수', '통후추']","['당류', '곡류 및 그 제품', '조미료류', '육류', '채소류', '난류', '유지류']","['소금', '고추', '간장', '설탕', '소고기', '참기름', '달걀', '국수', '후추', '김치']"
88,15,"['소금', '청주', '마늘', '오징어', '멸칫국물', '돼지고기', '홍합', '계란흰자', '파', '죽순', '국수', '표고버섯', '새우']","['곡류 및 그 제품', '어패류 및 기타 수산물', '조미료류', '버섯류', '육류', '주류', '채소류', '난류']","['소금', '청주', '마늘', '오징어', '홍합', '돼지고기', '멸치', '파', '죽순', '국수', '표고버섯', '달걀', '새우']"
89,16,"['소금', '간장', '설탕', '숙주', '마늘', '소고기', '후춧가루', '두부', '육수', '파', '참기름', '표고버섯', '김치']","['당류', '조미료류', '버섯류', '육류', '두류', '채소류', '유지류']","['소금', '간장', '설탕', '소고기', '마늘', '두부', '숙주나물', '파', '참기름', '표고버섯', '후추', '김치']"
90,22,"['소금', '오이', '간장', '고춧가루', '마늘', '파', '미역']","['조미료류', '채소류', '해조류']","['소금', '오이', '간장', '고춧가루', '마늘', '파', '미역']"
91,25,"['소금', '오이', '고추', '간장', '설탕', '고춧가루', '마늘', '식초', '파']","['당류', '조미료류', '채소류']","['소금', '오이', '고추', '간장', '설탕', '고춧가루', '마늘', '식초', '파']"
92,27,"['부추', '소금', '재첩']","['어패류 및 기타 수산물', '조미료류', '채소류']","['부추', '소금', '재첩']"
93,30,"['물엿', '소금', '간장', '설탕', '소고기', '마늘', '후춧가루', '양송이버섯', '식용유', '토마토케첩', '피망', '양파']","['당류', '조미료류', '버섯류', '육류', '채소류', '유지류']","['물엿', '소금', '간장', '설탕', '소고기', '마늘', '양송이버섯', '토마토 소스', '혼합식물성유', '후추', '피망', '양파']"
94,32,"['소금', '간장', '설탕', '마늘', '후춧가루', '식용유', '파', '참기름', '죽순', '표고버섯']","['당류', '조미료류', '버섯류', '채소류', '유지류']","['소금', '간장', '설탕', '마늘', '파', '참기름', '죽순', '혼합식물성유', '표고버섯', '후추']"
95,33,"['소금', '간장', '청주', '생강', '돼지고기', '식용유', '파', '표고버섯', '부추']","['조미료류', '버섯류', '육류', '주류', '채소류', '유지류']","['소금', '간장', '청주', '생강', '돼지고기', '파', '혼합식물성유', '표고버섯', '부추']"
96,34,"['적양배추잎', '상추잎', '소금', '레몬즙', '연겨자', '두부', '꿀', '파프리카', '당근']","['당류', '조미료류', '과실류', '두류', '채소류']","['상추', '소금', '두부', '겨자', '꿀', '파프리카', '양배추', '레몬', '당근']"
97,35,"['콩나물', '소금', '고추', '마늘', '후춧가루', '파', '참기름']","['유지류', '조미료류', '채소류']","['콩나물', '소금', '고추', '마늘', '파', '참기름', '후추']"
98,36,"['물엿', '우엉', '소금', '간장']","['당류', '조미료류', '채소류']","['물엿', '우엉', '소금', '간장']"
99,42,"['설탕', '팥', '칼국수면', '소금']","['당류', '곡류 및 그 제품', '두류', '조미료류']","['설탕', '팥', '칼국수', '소금']"
100,43,"['콩나물', '소금', '간장', '설탕', '미나리', '마늘', '소고기', '후춧가루', '식용유', '계란', '파', '참기름', '표고버섯', '양파', '당근']","['당류', '조미료류', '버섯류', '육류', '채소류', '난류', '유지류']","['콩나물', '소금', '간장', '설탕', '미나리', '마늘', '소고기', '파', '참기름', '달걀', '표고버섯', '후추', '혼합식물성유', '양파', '당근']"
101,45,"['식초', '마늘', '소금', '간장']",['조미료류'],"['식초', '마늘', '소금', '간장']"
